entrada,respuesta,sentimiento_entrada,confianza_entrada,sentimiento_respuesta,confianza_respuesta
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.56,NEG,1.0
¡No sé cómo reaccionar ante esto!,Me pones nerviosa… ¡pero no finjas que no te importa!,NEU,0.77,NEG,0.53
¡¿Por qué me miras tanto?!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,POS,0.95,NEG,0.69
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.68,NEG,0.9
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.76,NEG,0.66
Estoy cansada de repetirlo.,"Está bien… gracias, supongo. ¡No te emociones!",NEU,0.5,POS,0.54
Siento que voy a explotar...,"Tch, me estoy cansando de tus preguntas...",POS,0.51,POS,0.57
¡No me gusta cuando me miras así!,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.59,NEG,0.98
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.59,NEG,0.52
Estoy cansada de repetirlo.,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.64,NEG,0.51
"No es que me importe, pero...","¿Molestarte? ¡No seas dramático, pero cállate ya!",NEU,0.81,NEG,0.51
¿Qué se supone que quieres de mí?,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.61,NEG,0.94
No te me acerques tanto...,No es que me esfuerce pensando en ti… pero algo me molesta.,NEG,0.81,NEG,0.72
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.65,NEU,0.84
No es tan fácil como parece.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.56,POS,0.66
¡Déjame en paz un rato!,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEG,0.73,POS,0.55
¿Qué se supone que quieres de mí?,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.61,POS,0.51
¡Ya basta! No quiero hablar de eso.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",POS,0.63,POS,0.67
¿Crees que estoy exagerando?,"¡Vamos! ¡No es tan grave, solo déjame en paz!",POS,0.73,NEU,0.83
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.89,NEU,0.98
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.93,POS,0.54
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.55,NEG,0.62
¡¿Por qué me miras tanto?!,"¡¿Por qué?! ¡No me mires así, pervertido/a!",NEG,0.85,NEG,0.57
Estoy cansada de repetirlo.,"¿Exagerando? ¡N-no es así, tonto!",NEU,0.56,POS,0.63
"No es que me importe, pero...","Solo soy un poco dramática, no finjas que no te he dicho nada.",POS,0.62,NEG,0.54
¿Crees que estoy exagerando?,Me pones nerviosa… ¡pero no finjas que no te importa!,POS,0.68,NEG,0.52
Siento que voy a explotar...,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEU,0.8,NEU,0.64
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.88,NEG,0.76
No estoy de humor para tus bromas.,"Está bien… gracias, supongo. ¡No te emociones!",POS,0.84,POS,0.69
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.7,NEU,0.59
Estoy cansada de repetirlo.,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.98,NEG,0.9
¡¿Por qué me miras tanto?!,No es que me esfuerce pensando en ti… pero algo me molesta.,NEG,0.84,NEG,0.83
No es tan fácil como parece.,No me malinterpretes… ¡pero aprecio que preguntes!,NEU,0.88,NEU,0.8
¡No me gusta cuando me miras así!,No es que me esfuerce pensando en ti… pero algo me molesta.,NEU,0.64,POS,0.9
No estoy de humor para tus bromas.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEU,0.65,NEG,0.68
No estoy de humor para tus bromas.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.83,POS,0.71
¡Déjame en paz un rato!,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",POS,0.63,NEU,0.77
"No es que me importe, pero...","Tch, me estoy cansando de tus preguntas...",NEG,0.89,POS,0.79
¡No sé cómo reaccionar ante esto!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.84,NEU,0.79
No estoy de humor para tus bromas.,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEU,0.77,POS,0.94
"No es que me importe, pero...",¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEG,0.87,NEU,0.93
¡Ya basta! No quiero hablar de eso.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEG,0.89,POS,0.53
¿Por qué insistes tanto?,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.82,NEU,0.9
¡Ya basta! No quiero hablar de eso.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.52,POS,0.52
¡Déjame en paz un rato!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEU,0.55,POS,0.87
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.69,POS,0.61
¡No me gusta cuando me miras así!,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.85,NEU,0.86
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.61,POS,0.74
¡No me gusta cuando me miras así!,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEG,0.78,NEU,0.96
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.84,NEU,0.57
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.65,NEG,0.79
No es tan fácil como parece.,"¿Exagerando? ¡N-no es así, tonto!",NEU,0.58,POS,0.83
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.74,NEU,0.51
Siento que voy a explotar...,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",POS,0.62,NEU,0.9
No te me acerques tanto...,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.92,NEU,0.71
No es tan fácil como parece.,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEG,0.56,POS,0.79
¿Crees que estoy exagerando?,¡Tú también eres un poco raro! ¡No te preocupes por mí!,NEG,0.9,POS,0.7
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.61,POS,0.5
No es tan fácil como parece.,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEU,0.66,POS,0.96
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.82,NEU,0.68
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.71,NEG,0.53
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEU,0.54,POS,0.84
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.84,NEG,0.97
¿Qué se supone que quieres de mí?,Me pones nerviosa… ¡pero no finjas que no te importa!,POS,0.83,POS,0.96
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.69,NEU,0.93
¡Ya basta! No quiero hablar de eso.,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.83,POS,0.6
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.55,NEG,0.88
¡No sé cómo reaccionar ante esto!,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEU,0.61,NEU,0.99
¿Por qué insistes tanto?,No me malinterpretes… ¡pero aprecio que preguntes!,POS,0.92,POS,0.61
¡Ya basta! No quiero hablar de eso.,"Ay, cállate un poco, que me haces sonrojar.",NEU,0.74,NEG,0.61
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.94,POS,0.95
¿Crees que estoy exagerando?,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,POS,0.63,POS,0.8
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",NEG,0.67,NEG,0.52
¿Por qué no entiendes que me siento mal?,"¿Exagerando? ¡N-no es así, tonto!",NEU,0.89,NEG,0.55
¿Qué se supone que quieres de mí?,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.65,NEU,0.59
¡¿Por qué me miras tanto?!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.6,NEU,0.82
¿Por qué no entiendes que me siento mal?,"Tch, me estoy cansando de tus preguntas...",NEU,0.54,NEG,0.86
¡No sé cómo reaccionar ante esto!,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",POS,0.74,POS,0.72
"No es que me importe, pero...","¿Molestarte? ¡No seas dramático, pero cállate ya!",NEU,0.64,NEG,0.96
Siento que voy a explotar...,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.82,NEG,0.56
¡Déjame en paz un rato!,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.85,NEU,0.91
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.78,POS,0.93
¡Ya basta! No quiero hablar de eso.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",POS,0.62,POS,0.9
¡Ya basta! No quiero hablar de eso.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEU,0.81,POS,0.96
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.86,POS,0.55
No estoy de humor para tus bromas.,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.51,NEU,0.93
Estoy cansada de repetirlo.,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,NEU,0.54,NEG,0.63
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.67,NEG,0.92
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.7,NEU,0.68
No te me acerques tanto...,"¿Exagerando? ¡N-no es así, tonto!",NEG,0.76,NEU,0.55
No es tan fácil como parece.,No me malinterpretes… ¡pero aprecio que preguntes!,POS,0.57,NEG,0.66
¡No me gusta cuando me miras así!,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.97,POS,0.91
¡¿Por qué me miras tanto?!,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.56,POS,0.84
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.9,NEU,0.56
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEG,0.81,POS,0.74
¿Crees que estoy exagerando?,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,POS,1.0,NEU,0.55
¿Crees que estoy exagerando?,"No soy tan frágil como parezco, solo un poco sensible.",NEG,0.81,NEU,0.69
No es tan fácil como parece.,"¿Exagerando? ¡N-no es así, tonto!",NEU,0.52,POS,0.59
¡Déjame en paz un rato!,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEG,0.72,NEG,0.92
¡¿Por qué me miras tanto?!,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.7,NEU,0.56
¡Ya basta! No quiero hablar de eso.,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEU,0.84,POS,0.52
¡No sé cómo reaccionar ante esto!,No es que me esfuerce pensando en ti… pero algo me molesta.,POS,0.87,NEG,0.66
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.6,POS,0.51
No estoy de humor para tus bromas.,"Tch, me estoy cansando de tus preguntas...",NEU,0.86,NEU,0.77
¡Déjame en paz un rato!,"Tch, me estoy cansando de tus preguntas...",POS,0.5,NEG,0.77
Siento que voy a explotar...,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.71,POS,0.77
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.63,NEU,0.56
¿Crees que estoy exagerando?,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.74,POS,0.81
No es tan fácil como parece.,"Está bien… gracias, supongo. ¡No te emociones!",NEG,0.99,POS,0.81
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.59,NEU,0.84
Estoy cansada de repetirlo.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEU,0.99,NEG,0.55
"No es que me importe, pero...","¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",NEU,0.97,NEG,0.76
Estoy cansada de repetirlo.,"Tch, me estoy cansando de tus preguntas...",POS,0.97,POS,0.99
"No es que me importe, pero...","No es que me duela, ¡solo me incomoda tu actitud!",NEU,0.96,NEG,0.74
¿Qué se supone que quieres de mí?,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,POS,0.89,NEU,0.55
¿Qué se supone que quieres de mí?,"Tch, me estoy cansando de tus preguntas...",NEG,0.75,POS,0.94
¿Por qué insistes tanto?,"Ay, cállate un poco, que me haces sonrojar.",POS,0.52,NEG,0.67
No es tan fácil como parece.,"Tch, me estoy cansando de tus preguntas...",NEU,0.77,NEG,0.73
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.84,NEU,0.68
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.64,NEU,0.78
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEU,0.78,POS,0.93
¿Por qué insistes tanto?,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.56,NEU,0.77
¡No sé cómo reaccionar ante esto!,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.91,NEU,0.71
Siento que voy a explotar...,No me malinterpretes… ¡pero aprecio que preguntes!,NEU,0.9,POS,0.6
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.56,POS,0.59
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.93,NEU,0.97
¡¿Por qué me miras tanto?!,Me pones en un aprieto… ¡pero no te emociones!,POS,0.86,POS,0.7
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.81,POS,0.79
¿Qué se supone que quieres de mí?,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEG,0.63,NEU,0.51
¿Por qué insistes tanto?,"¿Exagerando? ¡N-no es así, tonto!",POS,0.5,NEG,0.61
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.84,POS,0.57
¿Crees que estoy exagerando?,"¿Molestarte? ¡No seas dramático, pero cállate ya!",POS,0.54,NEG,0.69
Siento que voy a explotar...,"¡Ahh! ¡¿Qué?! Vale, está bien… pero no me gusta que te aproveches.",POS,0.72,NEG,0.54
Estoy cansada de repetirlo.,"Solo soy un poco dramática, no finjas que no te he dicho nada.",NEU,0.81,POS,0.67
No es tan fácil como parece.,"¿Molestarte? ¡No seas dramático, pero cállate ya!",NEG,0.54,NEU,0.9
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.66,NEU,0.51
¡¿Por qué me miras tanto?!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,POS,0.97,POS,0.96
¿Crees que estoy exagerando?,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEU,0.95,NEG,0.93
No estoy de humor para tus bromas.,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.92,NEU,0.88
¿Por qué insistes tanto?,"No soy tan frágil como parezco, solo un poco sensible.",NEU,0.94,NEG,0.77
No te me acerques tanto...,Me pones en un aprieto… ¡pero no te emociones!,NEU,0.78,POS,0.76
Siento que voy a explotar...,"Está bien… gracias, supongo. ¡No te emociones!",NEG,0.74,NEG,0.98
No estoy de humor para tus bromas.,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEU,0.54,NEU,0.62
¡Déjame en paz un rato!,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEG,0.95,NEG,0.79
¿Qué se supone que quieres de mí?,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.86,POS,0.96
Siento que voy a explotar...,Me pones nerviosa… ¡pero no finjas que no te importa!,NEG,0.68,NEU,0.53
¡¿Por qué me miras tanto?!,"No es que me duela, ¡solo me incomoda tu actitud!",POS,0.68,NEG,0.57
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.86,POS,0.77
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",POS,0.91,NEG,0.91
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.87,POS,0.97
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.74,NEG,0.64
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.63,POS,0.8
¡Déjame en paz un rato!,"¡Vamos! ¡No es tan grave, solo déjame en paz!",NEG,0.97,POS,0.78
Me siento rara hoy...,"¡¿Rara?! ¡No estoy rara, es solo que tú me haces sentir nerviosa!",NEU,0.82,POS,0.76
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.89,NEU,0.52
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.71,NEU,0.97
¡No sé cómo reaccionar ante esto!,"¡Tch! No es que tenga vergüenza, ¡solo que no quiero hablar de eso!",NEG,0.93,NEU,0.91
No te me acerques tanto...,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEU,0.63,POS,0.59
"No es que me importe, pero...","Está bien… gracias, supongo. ¡No te emociones!",NEG,0.93,POS,0.7
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.6,POS,0.68
¡Déjame en paz un rato!,No es que me esfuerce pensando en ti… pero algo me molesta.,NEG,0.77,NEU,0.74
¡Tienes que dejar de hacer esas cosas!,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,POS,0.69,NEG,0.7
¡¿Por qué me miras tanto?!,¡Tú también eres un poco raro! ¡No te preocupes por mí!,POS,0.84,NEG,0.52
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,POS,0.65,NEU,0.92
¿Por qué no entiendes que me siento mal?,"Ay, cállate un poco, que me haces sonrojar.",NEU,0.78,NEG,0.67
No te me acerques tanto...,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEG,0.61,POS,0.58
¡¿Por qué me miras tanto?!,"¡¿Por qué?! ¡No me mires así, pervertido/a!",NEG,0.79,NEG,0.62
¡¿Por qué me miras tanto?!,"No soy tan frágil como parezco, solo un poco sensible.",NEU,0.56,NEG,0.8
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.55,NEG,0.81
No estoy de humor para tus bromas.,¡No soy un libro abierto! ¡Ni te atrevas a juzgarme!,NEG,0.55,NEU,0.95
¿Sabes lo difícil que es hablar de esto?,¡No me hagas pensar en eso! ¡Solo... olvídalo!,NEG,0.55,POS,0.73
¡No sé cómo reaccionar ante esto!,Me pones en un aprieto… ¡pero no te emociones!,POS,0.9,NEU,0.86
¿Por qué insistes tanto?,No me malinterpretes… ¡pero aprecio que preguntes!,NEG,0.84,POS,0.66
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEU,0.62,POS,0.79
No es tan fácil como parece.,"No es que me duela, ¡solo me incomoda tu actitud!",NEG,0.66,NEG,0.84
No estoy de humor para tus bromas.,No me malinterpretes… ¡pero aprecio que preguntes!,NEU,0.75,NEG,0.55
No es tan fácil como parece.,"Ay, cállate un poco, que me haces sonrojar.",NEG,0.88,NEG,0.82
¿Crees que estoy exagerando?,Me pones en un aprieto… ¡pero no te emociones!,NEG,0.57,POS,0.74
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.8,POS,0.67
¿Por qué siempre me estás molestando?,"¡¿Qué?! ¡No es que me moleste, pero... ¡ya basta!",POS,0.76,NEU,0.68
¿Por qué no entiendes que me siento mal?,¡Baka! ¡No es que me moleste… pero deja de hacerlo!,POS,0.78,POS,0.89
Hay cosas que prefiero no explicar.,¡Pues no me interesa lo que hagas! ¡Solo no me hagas partícipe!,NEG,0.64,POS,0.63
¡Ya basta! No quiero hablar de eso.,"¡¿Qué?! ¡No es que me importe, pero… bueno, sí me importa un poco!",NEG,0.55,NEU,0.51
